"short","same_netdebt","r","health_inflation","cht_increment","labour_prod","oldshare","years","pop_scenario"
"PROV",0.000619166549678929,0.03,0.0025,0,0.01,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0343390159094395,0.03,0.0025,0,0.01,0,75,"Projection scenario M2: medium-growth"
"BC",0.00159688148651032,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"AB",0.0363402090194505,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"SK",0.0199509734067886,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"MB",-0.000725506839273486,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"ON",0.012067849279505,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0278883131098949,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NB",0.0145415645741732,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NS",0.00254899394521411,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PE",0.00818550929028651,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NL",0.0599835792257786,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PROV",0.00740556518005234,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"FED",-0.016553957529908,0.03,0.0025,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"BC",-0.00439030824433636,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"AB",0.0278891500212918,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"SK",0.0122461356450755,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"MB",-0.0116155020385957,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"ON",0.00381075832205803,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0385145588236576,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NB",-0.000901600695595852,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NS",-0.00866123335805908,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PE",-0.00268310691333708,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NL",0.0517968711996236,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PROV",-0.000464243684355183,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0296835756841344,0.03,0.0025,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"BC",-0.0137469611226474,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"AB",0.017376724226078,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"SK",0.00306730628041793,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"MB",-0.0255836530231362,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"ON",-0.00749772051388403,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0533734901747376,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NB",-0.0187929566001893,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NS",-0.0241316014084372,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"PE",-0.0206768476463261,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NL",0.0374537134468894,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"PROV",-0.0114420175955937,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0437293733146088,0.03,0.0025,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"BC",-0.00234904336895545,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"AB",0.0325841145266528,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"SK",0.0160023872367533,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"MB",-0.00602414303489055,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"ON",0.00703162282222966,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0335959774631404,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NB",0.00837902780034969,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NS",-0.00358986192866212,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"PE",0.00160293120986013,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NL",0.0529216026262008,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"PROV",0.00257801181295515,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"FED",-0.0207621591871486,0.03,0.0025,0,0.015,0,25,"Projection scenario M2: medium-growth"
"BC",-0.0115531533349608,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"AB",0.0210201033260417,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"SK",0.00529500863232312,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"MB",-0.0209178342956693,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"ON",-0.00473844107919983,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0485345177634251,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"NB",-0.01164266590519,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"NS",-0.0195955927469713,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"PE",-0.0148936118402806,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"NL",0.0395411526801513,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"PROV",-0.00883327350615533,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0364958209873413,0.03,0.0025,0,0.015,0,50,"Projection scenario M2: medium-growth"
"BC",-0.0235227657784153,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"AB",0.00808092652804404,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"SK",-0.00626531279488526,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"MB",-0.0381049515225512,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"ON",-0.0188664582326146,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"QC",-0.066976958190034,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"NB",-0.0331767657796971,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"NS",-0.0390004753534735,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"PE",-0.0374622923917037,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"NL",0.0210600893753622,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"PROV",-0.0226120094344627,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0523432753483373,0.03,0.0025,0,0.015,0,75,"Projection scenario M2: medium-growth"
"BC",0.0168686227836237,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"AB",0.0505936099104078,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"SK",0.0348528255894313,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"MB",0.0191650035699676,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"ON",0.0304964856855276,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"QC",-0.00667081077825355,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"NB",0.037517212370396,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"NS",0.025875952025297,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"PE",0.0333480079160275,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"NL",0.0862321284429354,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0253949059680577,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"FED",-0.00333148429013808,0.03,0.005,0,0.005,0,25,"Projection scenario M2: medium-growth"
"BC",0.0253211915722445,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"AB",0.0560159586759818,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"SK",0.040367460453578,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"MB",0.0259858240380086,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"ON",0.0374573479661828,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"QC",0.00138521282248193,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"NB",0.0416329415872141,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"NS",0.0354572233707183,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"PE",0.0473723628060369,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"NL",0.100010339609011,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"PROV",0.0330824667754662,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"FED",-0.00704328900037502,0.03,0.005,0,0.005,0,50,"Projection scenario M2: medium-growth"
"BC",0.0295510052121536,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"AB",0.0585306556877392,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"SK",0.0434279223901049,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"MB",0.0287078651514578,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"ON",0.0403043149595137,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"QC",0.00428708608260282,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"NB",0.041117648328226,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"NS",0.0388758195905811,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"PE",0.0526567195036373,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"NL",0.104394671822122,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"PROV",0.0365098009806735,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0130495830277546,0.03,0.005,0,0.005,0,75,"Projection scenario M2: medium-growth"
"BC",0.0125385680873938,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"AB",0.046449136663272,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"SK",0.0305161331951748,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"MB",0.0133750084460028,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"ON",0.0250331255782798,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0128742351786364,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"NB",0.0308222456884467,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"NS",0.0191882404907586,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"PE",0.0261206359734423,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"NL",0.0786177237281833,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0201314668244182,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"FED",-0.00784141963300897,0.03,0.005,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"BC",0.01668895616196,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"AB",0.0475945761174434,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"SK",0.0319692531813587,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"MB",0.0148042979179007,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"ON",0.0273304917283637,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0104741903332674,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"NB",0.0290619861956095,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"NS",0.0225891765638618,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"PE",0.0326812541368419,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"NL",0.0859487244753533,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"PROV",0.023077794300762,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0149694902377794,0.03,0.005,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"BC",0.0165290172517951,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"AB",0.0457179642480728,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"SK",0.0309592092752173,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"MB",0.0120112251531157,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"ON",0.0255016020056613,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0133600140096549,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"NB",0.0230094387429709,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"NS",0.0200210307953437,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"PE",0.0304141482852539,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"NL",0.0845537627851447,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"PROV",0.0217475803330172,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0241275119363546,0.03,0.005,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"BC",0.00830774689202178,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"AB",0.0424101058909504,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"SK",0.0262840268632877,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"MB",0.00771628402273299,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"ON",0.0196855878699948,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0189454048620745,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"NB",0.0242688388636224,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"NS",0.0126434602951668,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"PE",0.0190640926025465,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"NL",0.0711477646783284,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0149849779171918,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"FED",-0.0122475194285045,0.03,0.005,0,0.01,0,25,"Projection scenario M2: medium-growth"
"BC",0.00844248277874299,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"AB",0.0396045726164942,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"SK",0.0239683730740463,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"MB",0.00413274399866656,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"ON",0.0176352810264713,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"QC",-0.021840476165247,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"NB",0.0169735121149477,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"NS",0.0102227715861988,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"PE",0.0186519618953279,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"NL",0.0723440942865765,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"PROV",0.013517443881202,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0225117931188437,0.03,0.005,0,0.01,0,50,"Projection scenario M2: medium-growth"
"BC",0.00438133567376542,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"AB",0.0339171876300694,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"SK",0.0193734674719633,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"MB",-0.00352057616692054,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"ON",0.0116576885894954,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0299031020885784,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NB",0.00588213160843028,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NS",0.00220368723889073,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"PE",0.00965838693692687,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NL",0.06556561833212,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"PROV",0.00798530315428071,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0343390159094395,0.03,0.005,0,0.01,0,75,"Projection scenario M2: medium-growth"
"BC",0.00417784084482205,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"AB",0.0384770590502313,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"SK",0.022157455811757,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"MB",0.00219024177712218,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"ON",0.014455291093058,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0248825234932085,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NB",0.0178592243840064,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NS",0.00624393494198852,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PE",0.0121799039857268,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NL",0.0638239723733285,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PROV",0.00995679682767812,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"FED",-0.016553957529908,0.03,0.005,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"BC",0.000578988550343974,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"AB",0.0320371708744151,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"SK",0.0163591851155797,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"MB",-0.00603508043960235,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"ON",0.00836792035633119,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0327159324578009,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NB",0.00536905768290247,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NS",-0.0016408134528256,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PE",0.00527793084926134,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NL",0.0592015636501778,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PROV",0.00439692660865714,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0296835756841344,0.03,0.005,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"BC",-0.00690804027766218,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"AB",0.0230878269162587,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"SK",0.00864682956729792,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"MB",-0.017918038396355,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"ON",-0.00124584591215665,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0453556139437148,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NB",-0.0102587526919046,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NS",-0.0145720332135678,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"PE",-0.00963865281182604,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NL",0.047452672938438,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"PROV",-0.00479922995327992,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0437293733146088,0.03,0.005,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"BC",0.000147667389592437,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
"AB",0.0346484496920123,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
"SK",0.0181349807661398,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
"MB",-0.00320478976076507,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
"ON",0.0093408365530353,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
"QC",-0.030687016015963,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NB",0.0115920597246953,0.03,0.005,0,0.015,0,25,"Projection scenario M2: medium-growth"
